期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260908250,6,2,26,19,20,18,45,狗,红波,大,单,2026-09-08 12:27:00,牛,蛇,蛇,鼠,猪,牛
20260908251,36,33,32,24,35,5,47,猴,蓝波,大,单,2026-09-08 12:30:00,羊,狗,猪,羊,猴,虎
20260908252,40,10,48,17,26,25,6,牛,绿波,小,双,2026-09-08 12:33:00,兔,鸡,羊,虎,蛇,马
20260908253,17,26,39,30,35,1,41,虎,蓝波,大,单,2026-09-08 12:36:00,虎,蛇,龙,牛,猴,马
20260908254,45,9,38,16,39,3,21,狗,绿波,小,单,2026-09-08 12:39:00,狗,狗,蛇,兔,龙,龙
20260908255,10,27,3,34,46,23,21,狗,绿波,小,单,2026-09-08 12:42:00,鸡,龙,龙,鸡,鸡,猴
20260908256,2,37,45,26,33,6,31,鼠,蓝波,大,单,2026-09-08 12:45:00,蛇,马,狗,蛇,狗,牛
20260908257,38,44,16,3,18,33,11,猴,绿波,小,单,2026-09-08 12:48:00,蛇,猪,兔,龙,牛,狗
20260908258,31,47,38,32,44,10,2,蛇,红波,小,双,2026-09-08 12:51:00,鼠,猴,蛇,猪,猪,鸡
20260908259,46,1,21,3,17,11,36,羊,蓝波,大,双,2026-09-08 12:54:00,鸡,马,狗,龙,虎,猴
20260908260,43,18,42,34,19,32,47,猴,蓝波,大,单,2026-09-08 12:57:00,鼠,牛,牛,鸡,鼠,猪
20260908261,30,4,28,1,13,36,29,虎,红波,大,单,2026-09-08 13:00:00,牛,兔,兔,马,马,羊
20260908262,24,23,30,44,7,41,34,鸡,红波,大,双,2026-09-08 13:03:00,羊,猴,牛,猪,鼠,虎
20260908263,24,23,35,7,13,17,16,兔,绿波,小,双,2026-09-08 13:06:00,羊,猴,猴,鼠,马,虎
20260908264,37,8,38,4,35,12,45,狗,红波,大,单,2026-09-08 13:09:00,马,猪,蛇,兔,猴,羊
20260908265,22,36,10,16,37,13,11,猴,绿波,小,单,2026-09-08 13:12:00,鸡,羊,鸡,兔,马,马
20260908266,4,17,49,36,23,43,42,牛,蓝波,大,双,2026-09-08 13:15:00,兔,虎,马,羊,猴,鼠
20260908267,44,23,35,2,16,42,15,龙,蓝波,小,单,2026-09-08 13:18:00,猪,猴,猴,蛇,兔,牛
20260908268,40,34,24,30,17,43,38,蛇,绿波,大,双,2026-09-08 13:21:00,兔,鸡,羊,牛,虎,鼠
20260908269,48,47,24,20,44,21,35,猴,红波,大,单,2026-09-08 13:24:00,羊,猴,羊,猪,猪,狗
20260908270,39,1,5,46,44,43,14,蛇,蓝波,小,双,2026-09-08 13:27:00,龙,马,虎,鸡,猪,鼠
20260908271,44,4,25,3,12,17,9,狗,蓝波,小,单,2026-09-08 13:30:00,猪,兔,马,龙,羊,虎
20260908272,3,10,28,1,12,31,26,蛇,蓝波,大,双,2026-09-08 13:33:00,龙,鸡,兔,马,羊,鼠
20260908273,34,33,37,28,6,8,2,蛇,红波,小,双,2026-09-08 13:36:00,鸡,狗,马,兔,牛,猪
20260908274,8,27,35,3,14,24,2,蛇,红波,小,双,2026-09-08 13:39:00,猪,龙,猴,龙,蛇,羊
20260908275,9,30,45,19,29,15,25,马,蓝波,大,单,2026-09-08 13:42:00,狗,牛,狗,鼠,虎,龙
20260908276,37,14,47,22,34,11,43,鼠,绿波,大,单,2026-09-08 13:45:00,马,蛇,猴,鸡,鸡,猴
20260908277,17,18,37,28,9,30,35,猴,红波,大,单,2026-09-08 13:48:00,虎,牛,马,兔,狗,牛
20260908278,15,32,11,18,41,40,12,羊,红波,小,双,2026-09-08 13:51:00,龙,猪,猴,牛,虎,兔
20260908279,45,25,28,36,48,39,21,狗,绿波,小,单,2026-09-08 13:54:00,狗,马,兔,羊,羊,龙
20260908280,22,25,35,34,47,5,6,牛,绿波,小,双,2026-09-08 13:57:00,鸡,马,猴,鸡,猴,虎
20260908281,28,30,46,3,35,34,2,蛇,红波,小,双,2026-09-08 14:00:00,兔,牛,鸡,龙,猴,鸡
20260908282,16,31,12,10,43,30,28,兔,绿波,大,双,2026-09-08 14:03:00,兔,鼠,羊,鸡,鼠,牛
20260908283,9,1,22,35,20,32,42,牛,蓝波,大,双,2026-09-08 14:06:00,狗,马,鸡,猴,猪,猪
20260908284,24,13,36,31,46,25,22,鸡,绿波,小,双,2026-09-08 14:09:00,羊,马,羊,鼠,鸡,马
20260908285,8,29,41,27,23,19,49,马,绿波,大,单,2026-09-08 14:12:00,猪,虎,虎,龙,猴,鼠
20260908286,22,36,49,19,30,1,21,狗,绿波,小,单,2026-09-08 14:15:00,鸡,羊,马,鼠,牛,马
20260908287,45,22,6,13,41,27,5,虎,绿波,小,单,2026-09-08 14:18:00,狗,鸡,牛,马,虎,龙
20260908288,23,37,32,47,39,5,17,虎,绿波,小,单,2026-09-08 14:21:00,猴,马,猪,猴,龙,虎
20260908289,5,41,45,18,37,2,33,狗,绿波,大,单,2026-09-08 14:24:00,虎,虎,狗,牛,马,蛇
20260908290,35,33,44,6,4,23,26,蛇,蓝波,大,双,2026-09-08 14:27:00,猴,狗,猪,牛,兔,猴
20260908291,13,24,41,32,36,33,44,猪,绿波,大,双,2026-09-08 14:30:00,马,羊,虎,猪,羊,狗
20260908292,11,15,4,32,30,34,47,猴,蓝波,大,单,2026-09-08 14:33:00,猴,龙,兔,猪,牛,鸡
20260908293,18,29,11,40,25,49,33,狗,绿波,大,单,2026-09-08 14:36:00,牛,虎,猴,兔,马,马
20260908294,9,28,33,1,8,43,5,虎,绿波,小,单,2026-09-08 14:39:00,狗,兔,狗,马,猪,鼠
20260908295,44,2,30,35,15,29,42,牛,蓝波,大,双,2026-09-08 14:42:00,猪,蛇,牛,猴,龙,虎
20260908296,39,8,35,9,5,1,37,马,蓝波,大,单,2026-09-08 14:45:00,龙,猪,猴,狗,虎,马
20260908297,5,30,44,40,2,1,38,蛇,绿波,大,双,2026-09-08 14:48:00,虎,牛,猪,兔,蛇,马
20260908298,24,34,39,3,11,29,20,猪,蓝波,小,双,2026-09-08 14:51:00,羊,鸡,龙,龙,猴,虎
20260908299,38,31,47,5,27,30,22,鸡,绿波,小,双,2026-09-08 14:54:00,蛇,鼠,猴,虎,龙,牛
20260908300,31,32,6,36,37,41,27,龙,绿波,大,单,2026-09-08 14:57:00,鼠,猪,牛,羊,马,虎
20260908301,46,34,28,15,45,1,39,龙,绿波,大,单,2026-09-08 15:00:00,鸡,鸡,兔,龙,狗,马
20260908302,33,10,28,17,31,27,29,虎,红波,大,单,2026-09-08 15:03:00,狗,鸡,兔,虎,鼠,龙
20260908303,35,16,38,15,43,28,44,猪,绿波,大,双,2026-09-08 15:06:00,猴,兔,蛇,龙,鼠,兔
20260908304,40,19,29,43,33,15,48,羊,蓝波,大,双,2026-09-08 15:09:00,兔,鼠,虎,鼠,狗,龙
20260908305,19,3,36,25,37,41,14,蛇,蓝波,小,双,2026-09-08 15:12:00,鼠,龙,羊,马,马,虎
20260908306,35,29,5,37,12,38,45,狗,红波,大,单,2026-09-08 15:15:00,猴,虎,虎,马,羊,蛇
20260908307,9,36,40,5,20,1,35,猴,红波,大,单,2026-09-08 15:18:00,狗,羊,兔,虎,猪,马
20260908308,33,24,15,21,6,23,19,鼠,红波,小,单,2026-09-08 15:21:00,狗,羊,龙,狗,牛,猴
20260908309,1,45,14,15,25,31,37,马,蓝波,大,单,2026-09-08 15:24:00,马,狗,蛇,龙,马,鼠
20260908310,43,20,23,31,13,30,29,虎,红波,大,单,2026-09-08 15:27:00,鼠,猪,猴,鼠,马,牛
20260908311,4,34,21,17,37,29,24,羊,红波,小,双,2026-09-08 15:30:00,兔,鸡,狗,虎,马,虎
20260908312,14,47,24,15,7,11,34,鸡,红波,大,双,2026-09-08 15:33:00,蛇,猴,羊,龙,鼠,猴
20260908313,39,46,16,40,3,2,13,马,红波,小,单,2026-09-08 15:36:00,龙,鸡,兔,兔,龙,蛇
20260908314,5,19,34,49,4,41,40,兔,红波,大,双,2026-09-08 15:39:00,虎,鼠,鸡,马,兔,虎
20260908315,47,11,38,18,46,26,21,狗,绿波,小,单,2026-09-08 15:42:00,猴,猴,蛇,牛,鸡,蛇
20260908316,45,41,8,33,44,11,25,马,蓝波,大,单,2026-09-08 15:45:00,狗,虎,猪,狗,猪,猴
20260908317,32,36,34,42,9,13,44,猪,绿波,大,双,2026-09-08 15:48:00,猪,羊,鸡,牛,狗,马
20260908318,32,30,7,3,25,22,17,虎,绿波,小,单,2026-09-08 15:51:00,猪,牛,鼠,龙,马,鸡
20260908319,32,7,13,39,6,16,34,鸡,红波,大,双,2026-09-08 15:54:00,猪,鼠,马,龙,牛,兔
20260908320,22,44,38,29,39,24,47,猴,蓝波,大,单,2026-09-08 15:57:00,鸡,猪,蛇,虎,龙,羊
20260908321,2,7,42,17,1,23,30,牛,红波,大,双,2026-09-08 16:00:00,蛇,鼠,牛,虎,马,猴
20260908322,40,19,28,45,31,39,49,马,绿波,大,单,2026-09-08 16:03:00,兔,鼠,兔,狗,鼠,龙
20260908323,6,39,34,45,42,16,48,羊,蓝波,大,双,2026-09-08 16:06:00,牛,龙,鸡,狗,牛,兔
20260908324,49,38,6,26,37,41,15,龙,蓝波,小,单,2026-09-08 16:09:00,马,蛇,牛,蛇,马,虎
20260908325,44,34,8,36,18,2,7,鼠,红波,小,单,2026-09-08 16:12:00,猪,鸡,猪,羊,牛,蛇
20260908326,24,28,3,25,12,13,20,猪,蓝波,小,双,2026-09-08 16:15:00,羊,兔,龙,马,羊,马
20260908327,26,2,16,39,10,8,24,羊,红波,小,双,2026-09-08 16:18:00,蛇,蛇,兔,龙,鸡,猪
20260908328,33,23,7,47,4,45,42,牛,蓝波,大,双,2026-09-08 16:21:00,狗,猴,鼠,猴,兔,狗
20260908329,13,17,5,45,30,16,8,猪,红波,小,双,2026-09-08 16:24:00,马,虎,虎,狗,牛,兔
20260908330,49,42,35,16,34,21,8,猪,红波,小,双,2026-09-08 16:27:00,马,牛,猴,兔,鸡,狗
20260908331,14,23,43,25,21,12,27,龙,绿波,大,单,2026-09-08 16:30:00,蛇,猴,鼠,马,狗,羊
20260908332,33,27,11,44,28,40,35,猴,红波,大,单,2026-09-08 16:33:00,狗,龙,猴,猪,兔,兔
20260908333,46,43,21,26,39,14,13,马,红波,小,单,2026-09-08 16:36:00,鸡,鼠,狗,蛇,龙,蛇
20260908334,1,43,38,49,4,11,19,鼠,红波,小,单,2026-09-08 16:39:00,马,鼠,蛇,马,兔,猴
20260908335,31,5,4,47,45,13,7,鼠,红波,小,单,2026-09-08 16:42:00,鼠,虎,兔,猴,狗,马
20260908336,3,35,38,40,19,12,5,虎,绿波,小,单,2026-09-08 16:45:00,龙,猴,蛇,兔,鼠,羊
20260908337,32,11,34,33,24,45,20,猪,蓝波,小,双,2026-09-08 16:48:00,猪,猴,鸡,狗,羊,狗
20260908338,22,33,27,15,38,23,37,马,蓝波,大,单,2026-09-08 16:51:00,鸡,狗,龙,龙,蛇,猴
20260908339,32,42,2,46,21,36,20,猪,蓝波,小,双,2026-09-08 16:54:00,猪,牛,蛇,鸡,狗,羊
20260908340,33,9,38,7,44,24,3,龙,蓝波,小,单,2026-09-08 16:57:00,狗,狗,蛇,鼠,猪,羊
20260908341,31,28,33,30,44,20,3,龙,蓝波,小,单,2026-09-08 17:00:00,鼠,兔,狗,牛,猪,猪
20260908342,15,45,34,49,33,1,41,虎,蓝波,大,单,2026-09-08 17:03:00,龙,狗,鸡,马,狗,马
20260908343,10,14,36,4,3,17,37,马,蓝波,大,单,2026-09-08 17:06:00,鸡,蛇,羊,兔,龙,虎
20260908344,39,30,21,16,12,15,22,鸡,绿波,小,双,2026-09-08 17:09:00,龙,牛,狗,兔,羊,龙
20260908345,5,34,29,16,11,13,47,猴,蓝波,大,单,2026-09-08 17:12:00,虎,鸡,虎,兔,猴,马
20260908346,39,13,25,48,28,2,35,猴,红波,大,单,2026-09-08 17:15:00,龙,马,马,羊,兔,蛇
20260908347,49,48,25,2,5,30,14,蛇,蓝波,小,双,2026-09-08 17:18:00,马,羊,马,蛇,虎,牛
20260908348,33,30,10,48,2,27,13,马,红波,小,单,2026-09-08 17:21:00,狗,牛,鸡,羊,蛇,龙
20260908349,14,26,21,31,17,22,6,牛,绿波,小,双,2026-09-08 17:24:00,蛇,蛇,狗,鼠,虎,鸡
20260908350,33,41,38,26,39,19,15,龙,蓝波,小,单,2026-09-08 17:27:00,狗,虎,蛇,蛇,龙,鼠
20260908351,8,27,34,15,13,48,28,兔,绿波,大,双,2026-09-08 17:30:00,猪,龙,鸡,龙,马,羊
20260908352,48,33,46,38,10,19,26,蛇,蓝波,大,双,2026-09-08 17:33:00,羊,狗,鸡,蛇,鸡,鼠
20260908353,14,19,44,28,15,2,37,马,蓝波,大,单,2026-09-08 17:36:00,蛇,鼠,猪,兔,龙,蛇
20260908354,24,19,37,31,26,35,23,猴,红波,小,单,2026-09-08 17:39:00,羊,鼠,马,鼠,蛇,猴
20260908355,28,44,19,5,8,45,43,鼠,绿波,大,单,2026-09-08 17:42:00,兔,猪,鼠,虎,猪,狗
20260908356,28,36,17,21,46,38,31,鼠,蓝波,大,单,2026-09-08 17:45:00,兔,羊,虎,狗,鸡,蛇
20260908357,43,38,39,7,44,37,19,鼠,红波,小,单,2026-09-08 17:48:00,鼠,蛇,龙,鼠,猪,马
20260908358,21,37,30,15,24,42,48,羊,蓝波,大,双,2026-09-08 17:51:00,狗,马,牛,龙,羊,牛
20260908359,3,24,7,4,9,10,13,马,红波,小,单,2026-09-08 17:54:00,龙,羊,鼠,兔,狗,鸡
20260908360,46,17,36,32,1,40,37,马,蓝波,大,单,2026-09-08 17:57:00,鸡,虎,羊,猪,马,兔
20260908361,29,48,36,8,28,41,3,龙,蓝波,小,单,2026-09-08 18:00:00,虎,羊,羊,猪,兔,虎
20260908362,46,17,7,6,48,9,21,狗,绿波,小,单,2026-09-08 18:03:00,鸡,虎,鼠,牛,羊,狗
20260908363,31,6,21,42,19,17,10,鸡,蓝波,小,双,2026-09-08 18:06:00,鼠,牛,狗,牛,鼠,虎
20260908364,14,40,25,45,27,38,35,猴,红波,大,单,2026-09-08 18:09:00,蛇,兔,马,狗,龙,蛇
20260908365,33,41,10,31,39,30,43,鼠,绿波,大,单,2026-09-08 18:12:00,狗,虎,鸡,鼠,龙,牛
20260908366,6,32,21,7,10,36,42,牛,蓝波,大,双,2026-09-08 18:15:00,牛,猪,狗,鼠,鸡,羊
20260908367,23,25,29,41,32,1,17,虎,绿波,小,单,2026-09-08 18:18:00,猴,马,虎,虎,猪,马
20260908368,30,8,5,17,27,23,13,马,红波,小,单,2026-09-08 18:21:00,牛,猪,虎,虎,龙,猴
20260908369,40,30,23,16,41,25,11,猴,绿波,小,单,2026-09-08 18:24:00,兔,牛,猴,兔,虎,马
20260908370,26,27,21,17,49,5,18,牛,红波,小,双,2026-09-08 18:27:00,蛇,龙,狗,虎,马,虎
20260908371,28,24,22,38,17,3,7,鼠,红波,小,单,2026-09-08 18:30:00,兔,羊,鸡,蛇,虎,龙
20260908372,33,11,16,15,30,25,34,鸡,红波,大,双,2026-09-08 18:33:00,狗,猴,兔,龙,牛,马
20260908373,34,13,8,43,47,26,5,虎,绿波,小,单,2026-09-08 18:36:00,鸡,马,猪,鼠,猴,蛇
20260908374,12,28,35,18,39,21,7,鼠,红波,小,单,2026-09-08 18:39:00,羊,兔,猴,牛,龙,狗
20260908375,41,24,17,16,35,19,15,龙,蓝波,小,单,2026-09-08 18:42:00,虎,羊,虎,兔,猴,鼠
20260908376,26,24,14,6,25,4,7,鼠,红波,小,单,2026-09-08 18:45:00,蛇,羊,蛇,牛,马,兔
20260908377,49,14,15,31,28,42,7,鼠,红波,小,单,2026-09-08 18:48:00,马,蛇,龙,鼠,兔,牛
20260908378,8,15,32,43,29,1,25,马,蓝波,大,单,2026-09-08 18:51:00,猪,龙,猪,鼠,虎,马
20260908379,21,49,25,3,15,40,1,马,红波,小,单,2026-09-08 18:54:00,狗,马,马,龙,龙,兔
20260908380,39,35,18,29,41,49,36,羊,蓝波,大,双,2026-09-08 18:57:00,龙,猴,牛,虎,虎,马
20260908381,3,15,25,29,49,4,18,牛,红波,小,双,2026-09-08 19:00:00,龙,龙,马,虎,马,兔
20260908382,12,23,13,28,43,21,24,羊,红波,小,双,2026-09-08 19:03:00,羊,猴,马,兔,鼠,狗
20260908383,26,31,1,36,35,49,45,狗,红波,大,单,2026-09-08 19:06:00,蛇,鼠,马,羊,猴,马
20260908384,30,36,3,1,22,45,26,蛇,蓝波,大,双,2026-09-08 19:09:00,牛,羊,龙,马,鸡,狗
20260908385,18,7,29,24,6,21,33,狗,绿波,大,单,2026-09-08 19:12:00,牛,鼠,虎,羊,牛,狗
20260908386,6,49,46,12,40,1,35,猴,红波,大,单,2026-09-08 19:15:00,牛,马,鸡,羊,兔,马
20260908387,38,41,36,21,23,42,10,鸡,蓝波,小,双,2026-09-08 19:18:00,蛇,虎,羊,狗,猴,牛
20260908388,28,8,34,36,20,26,39,龙,绿波,大,单,2026-09-08 19:21:00,兔,猪,鸡,羊,猪,蛇
20260908389,38,10,35,7,36,29,44,猪,绿波,大,双,2026-09-08 19:24:00,蛇,鸡,猴,鼠,羊,虎
20260908390,3,6,49,38,47,13,20,猪,蓝波,小,双,2026-09-08 19:27:00,龙,牛,马,蛇,猴,马
20260908391,7,5,32,41,37,48,33,狗,绿波,大,单,2026-09-08 19:30:00,鼠,虎,猪,虎,马,羊
20260908392,5,44,12,6,26,41,8,猪,红波,小,双,2026-09-08 19:33:00,虎,猪,羊,牛,蛇,虎
20260908393,10,27,32,15,44,12,41,虎,蓝波,大,单,2026-09-08 19:36:00,鸡,龙,猪,龙,猪,羊
20260908394,47,11,13,37,7,23,18,牛,红波,小,双,2026-09-08 19:39:00,猴,猴,马,马,鼠,猴
20260908395,6,48,25,12,20,16,23,猴,红波,小,单,2026-09-08 19:42:00,牛,羊,马,羊,猪,兔
20260908396,33,40,48,49,29,30,18,牛,红波,小,双,2026-09-08 19:45:00,狗,兔,羊,马,虎,牛
20260908397,30,26,46,27,49,5,41,虎,蓝波,大,单,2026-09-08 19:48:00,牛,蛇,鸡,龙,马,虎
20260908398,23,20,33,3,9,36,34,鸡,红波,大,双,2026-09-08 19:51:00,猴,猪,狗,龙,狗,羊
20260908399,5,24,40,21,3,38,49,马,绿波,大,单,2026-09-08 19:54:00,虎,羊,兔,狗,龙,蛇
20260908400,26,39,27,41,13,9,36,羊,蓝波,大,双,2026-09-08 19:57:00,蛇,龙,龙,虎,马,狗
20260908401,16,17,4,21,37,40,29,虎,红波,大,单,2026-09-08 20:00:00,兔,虎,兔,狗,马,兔
20260908402,29,32,19,8,45,41,12,羊,红波,小,双,2026-09-08 20:03:00,虎,猪,鼠,猪,狗,虎
20260908403,38,26,16,8,4,31,10,鸡,蓝波,小,双,2026-09-08 20:06:00,蛇,蛇,兔,猪,兔,鼠
20260908404,46,25,7,40,45,41,2,蛇,红波,小,双,2026-09-08 20:09:00,鸡,马,鼠,兔,狗,虎
20260908405,47,19,20,37,15,4,1,马,红波,小,单,2026-09-08 20:12:00,猴,鼠,猪,马,龙,兔
20260908406,15,28,47,8,49,37,19,鼠,红波,小,单,2026-09-08 20:15:00,龙,兔,猴,猪,马,马
20260908407,9,14,46,25,1,26,48,羊,蓝波,大,双,2026-09-08 20:18:00,狗,蛇,鸡,马,马,蛇
20260908408,9,36,40,35,8,4,46,鸡,红波,大,双,2026-09-08 20:21:00,狗,羊,兔,猴,猪,兔
20260908409,38,37,27,39,1,45,9,狗,蓝波,小,单,2026-09-08 20:24:00,蛇,马,龙,龙,马,狗
20260908410,13,41,1,21,48,45,30,牛,红波,大,双,2026-09-08 20:27:00,马,虎,马,狗,羊,狗
20260908411,21,43,7,12,1,29,9,狗,蓝波,小,单,2026-09-08 20:30:00,狗,鼠,鼠,羊,马,虎
20260908412,10,9,14,32,22,13,46,鸡,红波,大,双,2026-09-08 20:33:00,鸡,狗,蛇,猪,鸡,马
20260908413,13,17,45,28,23,12,33,狗,绿波,大,单,2026-09-08 20:36:00,马,虎,狗,兔,猴,羊
20260908414,17,8,28,24,41,42,12,羊,红波,小,双,2026-09-08 20:39:00,虎,猪,兔,羊,虎,牛
20260908415,14,21,27,25,41,12,3,龙,蓝波,小,单,2026-09-08 20:42:00,蛇,狗,龙,马,虎,羊
20260908416,18,3,29,16,7,4,33,狗,绿波,大,单,2026-09-08 20:45:00,牛,龙,虎,兔,鼠,兔
20260908417,2,25,41,36,39,6,8,猪,红波,小,双,2026-09-08 20:48:00,蛇,马,虎,羊,龙,牛
20260908418,24,26,49,39,14,11,12,羊,红波,小,双,2026-09-08 20:51:00,羊,蛇,马,龙,蛇,猴
20260908419,21,45,9,40,36,4,13,马,红波,小,单,2026-09-08 20:54:00,狗,狗,狗,兔,羊,兔
20260908420,35,9,48,3,8,6,32,猪,绿波,大,双,2026-09-08 20:57:00,猴,狗,羊,龙,猪,牛
20260908421,25,10,18,20,2,22,26,蛇,蓝波,大,双,2026-09-08 21:00:00,马,鸡,牛,猪,蛇,鸡
20260908422,48,19,12,14,7,15,36,羊,蓝波,大,双,2026-09-08 21:03:00,羊,鼠,羊,蛇,鼠,龙
20260908423,36,11,46,21,12,6,31,鼠,蓝波,大,单,2026-09-08 21:06:00,羊,猴,鸡,狗,羊,牛
20260908424,49,2,26,29,28,39,10,鸡,蓝波,小,双,2026-09-08 21:09:00,马,蛇,蛇,虎,兔,龙
20260908425,29,20,49,19,34,1,12,羊,红波,小,双,2026-09-08 21:12:00,虎,猪,马,鼠,鸡,马
20260908426,27,24,8,40,18,33,21,狗,绿波,小,单,2026-09-08 21:15:00,龙,羊,猪,兔,牛,狗
20260908427,39,9,48,47,34,23,1,马,红波,小,单,2026-09-08 21:18:00,龙,狗,羊,猴,鸡,猴
20260908428,36,8,16,34,17,5,9,狗,蓝波,小,单,2026-09-08 21:21:00,羊,猪,兔,鸡,虎,虎
20260908429,29,39,46,2,49,34,3,龙,蓝波,小,单,2026-09-08 21:24:00,虎,龙,鸡,蛇,马,鸡
20260908430,7,8,1,5,10,20,34,鸡,红波,大,双,2026-09-08 21:27:00,鼠,猪,马,虎,鸡,猪
20260908431,16,26,35,15,34,1,13,马,红波,小,单,2026-09-08 21:30:00,兔,蛇,猴,龙,鸡,马
20260908432,12,14,40,44,2,43,13,马,红波,小,单,2026-09-08 21:33:00,羊,蛇,兔,猪,蛇,鼠
20260908433,38,34,49,26,48,4,5,虎,绿波,小,单,2026-09-08 21:36:00,蛇,鸡,马,蛇,羊,兔
20260908434,1,9,46,44,6,49,24,羊,红波,小,双,2026-09-08 21:39:00,马,狗,鸡,猪,牛,马
20260908435,43,48,24,30,5,4,13,马,红波,小,单,2026-09-08 21:42:00,鼠,羊,羊,牛,虎,兔
20260908436,16,7,13,41,22,10,26,蛇,蓝波,大,双,2026-09-08 21:45:00,兔,鼠,马,虎,鸡,鸡
20260908437,32,26,30,5,23,27,19,鼠,红波,小,单,2026-09-08 21:48:00,猪,蛇,牛,虎,猴,龙
20260908438,9,29,11,45,44,41,30,牛,红波,大,双,2026-09-08 21:51:00,狗,虎,猴,狗,猪,虎
20260908439,7,38,36,33,12,40,27,龙,绿波,大,单,2026-09-08 21:54:00,鼠,蛇,羊,狗,羊,兔
20260908440,25,5,6,11,27,24,7,鼠,红波,小,单,2026-09-08 21:57:00,马,虎,牛,猴,龙,羊
20260908441,1,42,26,28,34,31,15,龙,蓝波,小,单,2026-09-08 22:00:00,马,牛,蛇,兔,鸡,鼠
20260908442,9,38,8,35,20,44,4,兔,蓝波,小,双,2026-09-08 22:03:00,狗,蛇,猪,猴,猪,猪
20260908443,10,47,33,13,27,17,18,牛,红波,小,双,2026-09-08 22:06:00,鸡,猴,狗,马,龙,虎
20260908444,23,36,33,20,2,31,16,兔,绿波,小,双,2026-09-08 22:09:00,猴,羊,狗,猪,蛇,鼠
20260908445,44,13,35,9,36,16,12,羊,红波,小,双,2026-09-08 22:12:00,猪,马,猴,狗,羊,兔
20260908446,45,18,10,42,39,25,30,牛,红波,大,双,2026-09-08 22:15:00,狗,牛,鸡,牛,龙,马
20260908447,23,38,47,36,29,39,19,鼠,红波,小,单,2026-09-08 22:18:00,猴,蛇,猴,羊,虎,龙
20260908448,33,16,42,10,30,44,21,狗,绿波,小,单,2026-09-08 22:21:00,狗,兔,牛,鸡,牛,猪
20260908449,29,14,48,7,22,21,18,牛,红波,小,双,2026-09-08 22:24:00,虎,蛇,羊,鼠,鸡,狗
20260908450,40,33,28,5,48,29,9,狗,蓝波,小,单,2026-09-08 22:27:00,兔,狗,兔,虎,羊,虎
20260908451,28,18,49,13,21,26,5,虎,绿波,小,单,2026-09-08 22:30:00,兔,牛,马,马,狗,蛇
20260908452,46,11,29,14,4,23,26,蛇,蓝波,大,双,2026-09-08 22:33:00,鸡,猴,虎,蛇,兔,猴
20260908453,42,32,34,39,14,2,26,蛇,蓝波,大,双,2026-09-08 22:36:00,牛,猪,鸡,龙,蛇,蛇
20260908454,40,13,43,15,36,17,35,猴,红波,大,单,2026-09-08 22:39:00,兔,马,鼠,龙,羊,虎
20260908455,48,33,29,26,27,15,47,猴,蓝波,大,单,2026-09-08 22:42:00,羊,狗,虎,蛇,龙,龙
20260908456,43,10,5,38,26,13,3,龙,蓝波,小,单,2026-09-08 22:45:00,鼠,鸡,虎,蛇,蛇,马
20260908457,9,6,27,24,35,1,33,狗,绿波,大,单,2026-09-08 22:48:00,狗,牛,龙,羊,猴,马
20260908458,20,43,31,36,8,7,4,兔,蓝波,小,双,2026-09-08 22:51:00,猪,鼠,鼠,羊,猪,鼠
20260908459,23,44,8,16,1,22,2,蛇,红波,小,双,2026-09-08 22:54:00,猴,猪,猪,兔,马,鸡
20260908460,11,37,40,2,8,1,45,狗,红波,大,单,2026-09-08 22:57:00,猴,马,兔,蛇,猪,马
20260908461,17,44,34,48,12,25,18,牛,红波,小,双,2026-09-08 23:00:00,虎,猪,鸡,羊,羊,马
20260908462,20,35,3,37,5,22,42,牛,蓝波,大,双,2026-09-08 23:03:00,猪,猴,龙,马,虎,鸡
20260908463,46,26,23,18,31,32,45,狗,红波,大,单,2026-09-08 23:06:00,鸡,蛇,猴,牛,鼠,猪
20260908464,5,11,10,24,23,21,17,虎,绿波,小,单,2026-09-08 23:09:00,虎,猴,鸡,羊,猴,狗
20260908465,40,23,46,39,13,25,45,狗,红波,大,单,2026-09-08 23:12:00,兔,猴,鸡,龙,马,马
20260908466,28,15,34,39,26,37,5,虎,绿波,小,单,2026-09-08 23:15:00,兔,龙,鸡,龙,蛇,马
20260908467,36,22,23,11,12,37,42,牛,蓝波,大,双,2026-09-08 23:18:00,羊,鸡,猴,猴,羊,马
20260908468,48,28,42,35,5,26,11,猴,绿波,小,单,2026-09-08 23:21:00,羊,兔,牛,猴,虎,蛇
20260908469,37,21,36,44,41,10,5,虎,绿波,小,单,2026-09-08 23:24:00,马,狗,羊,猪,虎,鸡
20260908470,24,38,43,21,14,36,39,龙,绿波,大,单,2026-09-08 23:27:00,羊,蛇,鼠,狗,蛇,羊
20260908471,30,45,22,5,27,16,49,马,绿波,大,单,2026-09-08 23:30:00,牛,狗,鸡,虎,龙,兔
20260908472,47,32,34,39,13,17,10,鸡,蓝波,小,双,2026-09-08 23:33:00,猴,猪,鸡,龙,马,虎
20260908473,10,11,24,9,21,34,7,鼠,红波,小,单,2026-09-08 23:36:00,鸡,猴,羊,狗,狗,鸡
20260908474,14,40,6,12,41,35,31,鼠,蓝波,大,单,2026-09-08 23:39:00,蛇,兔,牛,羊,虎,猴
